Gene	Family
k25_BTx623_TRINITY_GG_390_c9_g1_i9.p1	MADS	TFF
k25_RTx430_TRINITY_GG_1891_c0_g1_i86.p1	ABI3VP1	TFF
k25_Tx378_TRINITY_DN10635_c0_g1_i1.p1	Jumonji	OTR
k25_Rio_TRINITY_GG_10958_c20_g1_i1.p1	GRAS	TFF
k31_BTx623_TRINITY_GG_266_c33_g1_i1.p1	GNAT	OTR
k25_BTx623_TRINITY_GG_16157_c3_g1_i28.p1	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_10311_c2_g2_i3.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_19198_c20_g1_i2.p1	NAC	TFF
k31_BTx623_TRINITY_GG_18583_c0_g1_i27.p1	PHD	OTR
M35-1_TRINITY_DN1980_c1_g2_i1.p1	NAC	TFF
k25_BAZ9504_TRINITY_DN14917_c0_g1_i2.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_4675_c70_g4_i2.p1	FAR1	TFF
k25_RTx430_TRINITY_GG_25203_c2_g1_i1.p1	zf-C5HC2	TFF
k25_RTx430_TRINITY_GG_23291_c3_g1_i2.p1	C2H2	TFF
k25_BTx623_TRINITY_GG_13405_c20_g1_i44.p1	bZIP	TFF
k31_BTx623_TRINITY_GG_6422_c77_g3_i2.p1	FAR1	TFF
k25_BTx623_TRINITY_GG_13291_c54_g1_i3.p1	MYB	TFF
k25_BTx623_TRINITY_GG_13560_c1_g1_i22.p2	C3H	TFF
k25_BTx623_TRINITY_GG_15009_c19_g1_i4.p2	Orphans	Orphans
k31_BTx623_TRINITY_GG_13208_c7_g1_i3.p1	WRKY	TFF
k31_Rio_TRINITY_GG_20980_c7_g1_i6.p1	ARF	TFF
k31_Della_TRINITY_DN21096_c0_g2_i6.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_9404_c1_g1_i3.p1	C2H2	TFF
keller_TRINITY_DN9157_c1_g1_i3.p1	E2F-DP	TFF
k25_BTx623_TRINITY_GG_19660_c5_g1_i114.p1	AUX/IAA	OTR
k25_BTx623_TRINITY_GG_10829_c9_g1_i6.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_20106_c31_g1_i14.p1	CPP	TFF
k31_BTx623_TRINITY_GG_9554_c1_g1_i80.p1	RB	OTR
k25_DKS-3707_TRINITY_DN5093_c1_g1_i1.p1	MYB-related	TFF
keller_TRINITY_DN586_c0_g4_i1.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_12889_c0_g1_i7.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_13978_c96_g2_i1.p1	GRAS	TFF
k25_Rio_TRINITY_GG_3466_c0_g1_i1.p2	AUX/IAA	OTR
k25_BTx623_TRINITY_GG_390_c5_g2_i8.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_2967_c45_g1_i16.p1	WRKY	TFF
k31_BTx623_TRINITY_GG_6424_c3_g1_i1.p1	GRAS	TFF
k25_BTx623_TRINITY_GG_15404_c0_g1_i2.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_3272_c0_g1_i3.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_13393_c1_g1_i31.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_4133_c0_g1_i5.p1	SBP	TFF
k25_BTx623_TRINITY_GG_4598_c0_g1_i64.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_2642_c14_g1_i2.p1	WRKY	TFF
k25_RTx430_TRINITY_GG_8638_c0_g1_i35.p1	NAC	TFF
k25_Rio_TRINITY_GG_927_c0_g1_i1.p1	Tudor-knot	OTR
k25_Rio_TRINITY_GG_19193_c0_g1_i6.p1	ARID	OTR
k31_BTx623_TRINITY_GG_4585_c2_g1_i58.p1	ARF	TFF
k31_BTx623_TRINITY_GG_6344_c121_g1_i5.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_8803_c1_g1_i6.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_10156_c0_g1_i39.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_257_c52_g1_i4.p1	PHD	OTR
k31_BTx623_TRINITY_GG_18110_c0_g1_i12.p1	PHD	OTR
k25_RTx430_TRINITY_GG_1727_c1_g1_i2.p1	MYB-related	TFF
k31_BTx623_TRINITY_GG_7816_c0_g1_i23.p2	C3H	TFF
k31_BTx623_TRINITY_GG_9550_c1_g1_i11.p1	zf-MIZ	OTR
k25_BTx623_TRINITY_GG_14163_c21_g1_i5.p1	MYB	TFF
k25_Tx3362_TRINITY_DN7065_c0_g2_i1.p1	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_5391_c9_g1_i12.p1	MADS	TFF
k25_Rio_TRINITY_GG_25048_c2_g1_i24.p1	LIM	TFF
TAM428_TRINITY_DN4916_c0_g1_i37.p1	PHD	OTR
k25_Tx3362_TRINITY_DN2366_c0_g3_i1.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_11403_c0_g1_i29.p1	SET	OTR
k25_BTx623_TRINITY_GG_17358_c2_g1_i4.p1	C2C2-Dof	TFF
k25_BTx623_TRINITY_GG_14019_c35_g1_i3.p1	PLATZ	TFF
k25_RTx430_TRINITY_GG_15664_c1_g1_i235.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_12611_c0_g1_i32.p1	AUX/IAA	OTR
k25_Rio_TRINITY_GG_27046_c0_g1_i7.p1	zf-A20	TFF
k25_BTx623_TRINITY_GG_14151_c0_g1_i151.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_4083_c26_g1_i57.p1	ARF	TFF
M35-1_TRINITY_DN7591_c2_g1_i1.p1	Not1	TFF
k25_RTx430_TRINITY_GG_18356_c1_g1_i23.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_3310_c2_g1_i4.p1	Orphans	Orphans
TAM428_TRINITY_DN19285_c0_g1_i1.p1	bZIP	TFF
k25_Rio_TRINITY_GG_24247_c1_g1_i1.p2	CCAAT	TFF
k31_Rio_TRINITY_GG_19214_c3_g1_i2.p1	C3H	TFF
k25_BTx623_TRINITY_GG_13291_c77_g1_i2.p1	bHLH	TFF
k25_Rio_TRINITY_GG_26349_c3_g1_i2.p2	bZIP	TFF
k25_BTx623_TRINITY_GG_11767_c14_g1_i1.p1	WRKY	TFF
k25_RTx430_TRINITY_GG_22372_c0_g1_i43.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_9694_c5_g1_i15.p1	C2H2	TFF
keller_TRINITY_DN22392_c0_g1_i19.p1	GRAS	TFF
k25_BTx623_TRINITY_GG_14528_c0_g1_i7.p2	MYB	TFF
k25_RTx430_TRINITY_GG_14115_c2_g1_i5.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_13421_c4_g1_i5.p6	HB	TFF
k25_BTx623_TRINITY_GG_3530_c3_g1_i1.p1	C2C2-CO-like	TFF
k31_RTx430_TRINITY_GG_8170_c0_g1_i7.p1	AP2-EREBP	TFF
k31_BTx623_TRINITY_GG_19387_c9_g1_i13.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_20100_c16_g1_i57.p2	MYB-related	TFF
k31_Rio_TRINITY_GG_6182_c0_g1_i36.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_6550_c0_g1_i15.p1	MADS	TFF
k25_BAZ9504_TRINITY_DN28868_c0_g3_i2.p2	bZIP	TFF
k31_Rio_TRINITY_GG_11550_c1_g1_i22.p1	bHLH	TFF
k31_Tx3362_TRINITY_DN9401_c0_g1_i6.p1	PHD	OTR
k25_R9188_TRINITY_DN3290_c0_g2_i1.p1	TCP	TFF
k25_RTx430_TRINITY_GG_22361_c5_g1_i7.p2	AUX/IAA	OTR
k25_BTx623_TRINITY_GG_9763_c45_g1_i23.p1	Orphans	Orphans
k25_Tx3362_TRINITY_DN6182_c0_g3_i3.p1	MYB-related	TFF
k31_BTx623_TRINITY_GG_19480_c0_g1_i36.p1	Orphans	Orphans
k31_Rio_TRINITY_GG_16117_c0_g1_i3.p1	Orphans	Orphans
k31_RTx430_TRINITY_GG_9844_c12_g1_i23.p1	AUX/IAA	OTR
k31_SM100_TRINITY_DN4947_c0_g1_i7.p1	GRAS	TFF
k25_Tx3362_TRINITY_DN6482_c1_g2_i14.p2	ABI3VP1	TFF
k31_RTx430_TRINITY_GG_26210_c0_g1_i11.p1	AUX/IAA	OTR
k25_BTx623_TRINITY_GG_6448_c2_g1_i33.p2	bHLH	TFF
k25_Tx3362_TRINITY_DN10574_c0_g1_i28.p1	MYB-related	TFF
k25_Rio_TRINITY_GG_11402_c0_g1_i34.p2	bZIP	TFF
k25_BTx623_TRINITY_GG_19047_c0_g1_i1.p1	CPP	TFF
k25_Della_TRINITY_DN6916_c0_g1_i25.p2	NAC	TFF
k25_BTx623_TRINITY_GG_4014_c6_g1_i20.p1	Orphans	Orphans
TAM428_TRINITY_DN6170_c0_g1_i3.p1	TRAF	OTR
k25_BTx623_TRINITY_GG_15764_c25_g1_i11.p1	TRAF	OTR
k25_BTx623_TRINITY_GG_11066_c1_g1_i108.p3	Orphans	Orphans
k25_BTx623_TRINITY_GG_8418_c0_g1_i11.p1	FAR1	TFF
k25_BTx623_TRINITY_GG_910_c2_g1_i1.p2	MYB-related	TFF
k25_Tx3362_TRINITY_DN5696_c0_g2_i5.p1	MADS	TFF
k25_BTx623_TRINITY_GG_14152_c9_g1_i12.p2	ABI3VP1	TFF
keller_TRINITY_DN8685_c3_g1_i1.p1	PHD	OTR
k25_BTx623_TRINITY_GG_4598_c0_g1_i92.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_277_c73_g1_i5.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_18940_c0_g1_i11.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_16132_c3_g1_i9.p1	ARF	TFF
k31_Tx378_TRINITY_DN13640_c0_g1_i1.p1	MADS	TFF
k31_Tx2737_TRINITY_DN9916_c0_g2_i1.p1	MYB	TFF
k25_BTx623_TRINITY_GG_9698_c0_g1_i138.p1	RB	OTR
k25_RTx430_TRINITY_GG_22422_c0_g1_i1.p1	TFIID	TFF
k25_RTx430_TRINITY_GG_16110_c19_g1_i4.p1	CPP	TFF
k25_BTx623_TRINITY_GG_10820_c139_g2_i1.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_9753_c38_g1_i4.p1	TUB	TFF
k25_BTx623_TRINITY_GG_2981_c102_g1_i2.p1	bZIP	TFF
k31_Rio_TRINITY_GG_924_c0_g1_i29.p1	Tudor-knot	OTR
k25_BTx623_TRINITY_GG_8991_c6_g1_i20.p1	MYB-related	TFF
k31_Rio_TRINITY_GG_24084_c3_g1_i151.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_15753_c0_g1_i6.p1	bHLH	TFF
k31_RTx430_TRINITY_GG_24221_c17_g1_i1.p1	SART-1	OTR
k25_BTx623_TRINITY_GG_3126_c0_g1_i16.p1	AUX/IAA	OTR
k25_BTx623_TRINITY_GG_13666_c78_g1_i1.p1	AP2-EREBP	TFF
k25_RTx430_TRINITY_GG_9561_c8_g1_i1.p1	NAC	TFF
k25_BTx623_TRINITY_GG_7302_c6_g1_i107.p3	bHLH	TFF
k31_BTx623_TRINITY_GG_270_c4_g1_i2.p1	C2C2-GATA	TFF
k31_BTx623_TRINITY_GG_5973_c12_g1_i3.p1	AP2-EREBP	TFF
k31_BTx623_TRINITY_GG_13780_c124_g2_i1.p1	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_7167_c10_g1_i1.p1	SET	OTR
k31_BTx623_TRINITY_GG_1130_c0_g1_i5.p1	zf-HD	TFF
k25_BTx623_TRINITY_GG_8984_c0_g1_i2.p1	PHD	OTR
k25_BTx623_TRINITY_GG_16888_c7_g1_i69.p1	TIG	TFF
keller_TRINITY_DN1646_c0_g4_i1.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_19824_c25_g1_i6.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_26272_c2_g1_i11.p2	DDT	OTR
TAM428_TRINITY_DN35718_c1_g1_i2.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_467_c0_g1_i6.p1	Tify	TFF
k25_BTx623_TRINITY_GG_17738_c3_g1_i34.p1	MED26	OTR
k25_RTx430_TRINITY_GG_20968_c0_g1_i13.p1	WRKY	TFF
TAM428_TRINITY_DN736_c0_g1_i1.p1	CCAAT	TFF
k25_BTx623_TRINITY_GG_2666_c4_g1_i1.p1	WRKY	TFF
SC187_TRINITY_DN7130_c0_g2_i1.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_893_c0_g1_i173.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_27236_c1_g1_i26.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_17758_c2_g1_i18.p1	bZIP	TFF
M35-1_TRINITY_DN175066_c0_g1_i1.p1	GRAS	TFF
M35-1_TRINITY_DN9621_c0_g1_i129.p1	Jumonji	OTR
k25_BTx623_TRINITY_GG_3279_c3_g1_i10.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_8857_c23_g1_i21.p1	ARF	TFF
k25_BTx623_TRINITY_GG_9422_c0_g1_i1.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_120_c2_g1_i3.p1	PLATZ	TFF
keller_TRINITY_DN11629_c1_g1_i1.p1	BES1	TFF
k25_Tx3362_TRINITY_DN109688_c0_g1_i1.p1	AUX/IAA	OTR
k25_Mota_Maradi_TRINITY_DN3486_c0_g1_i2.p1	TUB	TFF
k25_R9188_TRINITY_DN8963_c2_g2_i1.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_3993_c6_g1_i187.p1	MYB-related	TFF
k25_BAZ9504_TRINITY_DN6372_c1_g2_i2.p1	ARR-B	TFF
M35-1_TRINITY_DN10968_c0_g1_i1.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_24733_c0_g1_i46.p2	WRKY	TFF
k25_BTx623_TRINITY_GG_11675_c4_g1_i54.p1	FHA	TFF
k31_BTx623_TRINITY_GG_3941_c0_g1_i38.p1	HB	TFF
k25_Tx3362_TRINITY_DN691_c0_g2_i1.p1	C2C2-Dof	TFF
k31_BTx623_TRINITY_GG_9886_c3_g1_i4.p2	Orphans	Orphans
k31_BTx623_TRINITY_GG_378_c11_g1_i101.p1	SET	OTR
k25_RTx430_TRINITY_GG_11321_c0_g1_i2.p1	FAR1	TFF
k25_Rio_TRINITY_GG_6227_c0_g1_i5.p1	ABI3VP1	TFF
k31_Rio_TRINITY_GG_2233_c2_g1_i119.p1	zf-C5HC2	TFF
keller_TRINITY_DN2928_c1_g5_i1.p1	HB	TFF
k25_Tx3362_TRINITY_DN2635_c0_g1_i2.p1	C2C2-GATA	TFF
k25_Tx3362_TRINITY_DN326_c0_g1_i12.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_2983_c10_g1_i1.p1	TRAF	OTR
k25_BTx623_TRINITY_GG_17576_c8_g1_i1.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_12344_c1_g2_i10.p1	Orphans	Orphans
k25_Tx378_TRINITY_DN85_c0_g2_i2.p1	SET	OTR
k31_RTx430_TRINITY_GG_10671_c0_g1_i15.p1	NAC	TFF
k25_RTx430_TRINITY_GG_5012_c0_g1_i10.p4	MYB-related	TFF
k25_BTx623_TRINITY_GG_9124_c0_g1_i4.p2	MADS	TFF
k25_RTx430_TRINITY_GG_6167_c4_g1_i3.p1	bHLH	TFF
k25_BAZ9504_TRINITY_DN5237_c0_g2_i1.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_4142_c22_g1_i7.p2	PHD	OTR
k25_Tx378_TRINITY_DN898_c1_g4_i1.p1	ARR-B	TFF
k25_BTx623_TRINITY_GG_16874_c76_g1_i41.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_7060_c1_g1_i18.p2	Orphans	Orphans
k25_Tx3362_TRINITY_DN3487_c0_g5_i1.p1	HSF	TFF
k25_Rio_TRINITY_GG_3153_c0_g1_i1.p1	OFP	TFF
k31_BTx623_TRINITY_GG_383_c9_g1_i37.p3	Orphans	Orphans
k25_BTx623_TRINITY_GG_3291_c17_g1_i3.p2	Orphans	Orphans
k25_Rio_TRINITY_GG_3486_c0_g1_i2.p1	HMG	OTR
k25_BTx623_TRINITY_GG_8302_c2_g1_i32.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_3512_c0_g1_i10.p1	bHLH	TFF
k25_RTx430_TRINITY_GG_6130_c0_g1_i19.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_8302_c2_g1_i26.p2	Orphans	Orphans
k31_Mota_Maradi_TRINITY_DN71569_c0_g1_i1.p1	TCP	TFF
k25_Tx378_TRINITY_DN15594_c0_g2_i1.p1	Orphans	Orphans
keller_TRINITY_DN4208_c0_g3_i1.p2	GRAS	TFF
k25_BTx623_TRINITY_GG_20089_c9_g1_i6.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_4009_c0_g1_i1.p1	C2C2-GATA	TFF
k25_Della_TRINITY_DN15183_c0_g1_i18.p1	GRAS	TFF
k25_SM100_TRINITY_DN27058_c1_g1_i4.p2	NAC	TFF
k31_BAZ9504_TRINITY_DN4068_c0_g1_i1.p1	WRKY	TFF
k25_RTx430_TRINITY_GG_1388_c0_g1_i1.p1	GRAS	TFF
k25_RTx430_TRINITY_GG_21988_c21_g1_i3.p1	PHD	OTR
k25_Tx7000_TRINITY_DN12639_c2_g1_i1.p1	GRAS	TFF
k25_RTx430_TRINITY_GG_4437_c0_g1_i54.p1	CCAAT	TFF
k25_RTx430_TRINITY_GG_2019_c0_g1_i13.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_1889_c0_g1_i59.p1	Orphans	Orphans
k31_RTx430_TRINITY_GG_7633_c0_g1_i40.p1	Tify	TFF
k25_R9188_TRINITY_DN7587_c0_g5_i2.p1	zf-BED	TFF
k25_BTx623_TRINITY_GG_10310_c21_g1_i6.p1	Jumonji	OTR
M35-1_TRINITY_DN11079_c0_g2_i1.p1	WRKY	TFF
k25_Rio_TRINITY_GG_7994_c0_g1_i18.p1	MED26	OTR
k25_BTx623_TRINITY_GG_13971_c24_g1_i5.p1	CCAAT	TFF
k25_BTx623_TRINITY_GG_16132_c3_g1_i22.p1	ARF	TFF
k31_BTx623_TRINITY_GG_883_c1_g1_i106.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_17389_c0_g1_i25.p1	AP2-EREBP	TFF
k25_Rio_TRINITY_GG_1333_c9_g1_i3.p1	TAZ	TFF
k31_RTx430_TRINITY_GG_15066_c0_g1_i13.p1	bHLH	TFF
k31_Rio_TRINITY_GG_151_c0_g1_i6.p1	bHLH	TFF
k31_Rio_TRINITY_GG_14208_c1_g1_i2.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_11078_c5_g1_i3.p1	FHA	TFF
k31_BTx623_TRINITY_GG_15666_c0_g1_i15.p2	Tify	TFF
k25_BTx623_TRINITY_GG_7162_c1_g1_i2.p1	NAC	TFF
k25_BTx623_TRINITY_GG_10813_c31_g1_i1.p1	Tify	TFF
k25_Tx3362_TRINITY_DN71774_c0_g1_i1.p1	C2C2-YABBY	TFF
k31_BTx623_TRINITY_GG_6344_c36_g1_i1.p1	C3H	TFF
k31_BTx623_TRINITY_GG_16746_c1_g1_i8.p1	Orphans	Orphans
k25_BAZ9504_TRINITY_DN16847_c0_g1_i2.p1	Orphans	Orphans
k31_Rio_TRINITY_GG_7491_c0_g1_i2.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_19744_c0_g1_i29.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_17342_c4_g1_i114.p2	LIM	TFF
k25_Tx378_TRINITY_DN7845_c0_g2_i4.p1	PLATZ	TFF
k31_RTx430_TRINITY_GG_22706_c17_g1_i116.p2	Orphans	Orphans
k25_Rio_TRINITY_GG_11700_c0_g1_i21.p1	SET	OTR
k25_BTx623_TRINITY_GG_16086_c0_g1_i7.p3	SWI/SNF-BAF60b	OTR
k25_RTx430_TRINITY_GG_13427_c0_g1_i5.p1	NAC	TFF
k25_BTx623_TRINITY_GG_3543_c8_g1_i27.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_23494_c25_g1_i1.p1	bZIP	TFF
k25_Tx3362_TRINITY_DN6353_c1_g4_i1.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_17599_c51_g1_i8.p1	Tify	TFF
k25_RTx430_TRINITY_GG_21968_c2_g1_i3.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_18329_c0_g1_i1.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_17175_c5_g1_i89.p1	MADS	TFF
k31_BTx623_TRINITY_GG_371_c1_g1_i46.p1	TUB	TFF
k25_RTx430_TRINITY_GG_24523_c0_g1_i6.p2	AP2-EREBP	TFF
keller_TRINITY_DN108218_c0_g1_i1.p1	mTERF	OTR
k25_RTx430_TRINITY_GG_15633_c0_g1_i4.p2	AP2-EREBP	TFF
k25_Tx3362_TRINITY_DN1758_c1_g1_i5.p1	mTERF	OTR
k25_BTx623_TRINITY_GG_585_c1_g1_i1.p1	Orphans	Orphans
k25_Tx378_TRINITY_DN16432_c1_g2_i2.p1	SET	OTR
k31_BTx623_TRINITY_GG_6406_c44_g1_i12.p1	PHD	OTR
k25_Tx3362_TRINITY_DN2711_c1_g1_i5.p1	HB	TFF
keller_TRINITY_DN913_c1_g3_i1.p1	BSD	TFF
TAM428_TRINITY_DN19825_c0_g1_i1.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_15474_c2_g1_i8.p1	PHD	OTR
k25_R9188_TRINITY_DN27564_c0_g3_i1.p1	bZIP	TFF
M35-1_TRINITY_DN68703_c0_g1_i1.p1	MYB-related	TFF
k25_RTx430_TRINITY_GG_2187_c0_g1_i39.p1	ABI3VP1	TFF
k25_Rio_TRINITY_GG_9962_c0_g1_i27.p2	SET	OTR
k25_RTx430_TRINITY_GG_18320_c0_g1_i79.p2	E2F-DP	TFF
k25_BTx623_TRINITY_GG_4649_c272_g1_i1.p1	CSD	TFF
k25_BTx623_TRINITY_GG_4020_c16_g1_i30.p1	GNAT	OTR
k25_BTx623_TRINITY_GG_13721_c42_g1_i15.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_10925_c0_g1_i25.p1	Not1	TFF
k31_RTx430_TRINITY_GG_16457_c2_g1_i40.p1	Jumonji	OTR
k25_BTx623_TRINITY_GG_3270_c13_g1_i2.p2	MYB-related	TFF
k25_RTx430_TRINITY_GG_13807_c0_g1_i4.p2	Orphans	Orphans
k25_Tx3362_TRINITY_DN64466_c0_g1_i1.p1	TRAF	OTR
k25_BTx623_TRINITY_GG_4137_c0_g1_i114.p3	Orphans	Orphans
k25_BTx623_TRINITY_GG_10804_c44_g1_i57.p1	bHLH	TFF
k31_Tx378_TRINITY_DN6364_c1_g1_i1.p1	AP2-EREBP	TFF
k25_Tx378_TRINITY_DN5880_c0_g1_i7.p1	C2H2	TFF
k31_BAZ9504_TRINITY_DN6538_c0_g2_i4.p1	GRAS	TFF
k25_BTx623_TRINITY_GG_1318_c2_g1_i5.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_14152_c9_g1_i31.p1	AUX/IAA	OTR
k25_Mota_Maradi_TRINITY_DN2743_c0_g5_i1.p2	GRAS	TFF
k25_BTx623_TRINITY_GG_3712_c1_g1_i18.p2	PHD	OTR
k25_BTx623_TRINITY_GG_8381_c0_g1_i3.p1	TCP	TFF
k25_BTx623_TRINITY_GG_4012_c20_g1_i11.p1	GNAT	OTR
k31_BTx623_TRINITY_GG_13201_c27_g1_i6.p1	SWI/SNF-BAF60b	OTR
k25_Rio_TRINITY_GG_15436_c0_g1_i165.p2	MYB	TFF
k25_BTx623_TRINITY_GG_16871_c37_g1_i9.p1	Orphans	Orphans
k31_Tx3362_TRINITY_DN1916_c0_g2_i12.p1	AP2-EREBP	TFF
k25_RTx430_TRINITY_GG_9840_c5_g1_i3.p1	ABI3VP1	TFF
k25_Rio_TRINITY_GG_17168_c2_g1_i5.p1	BSD	TFF
k31_R9188_TRINITY_DN7657_c0_g1_i3.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_2967_c45_g1_i10.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_9312_c1_g1_i35.p1	C3H	TFF
k31_BTx623_TRINITY_GG_9978_c3_g1_i2.p1	SBP	TFF
k31_Tx378_TRINITY_DN6257_c1_g1_i1.p1	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_4020_c0_g1_i1.p1	MADS	TFF
k25_BTx623_TRINITY_GG_13405_c14_g1_i23.p1	bZIP	TFF
k25_Rio_TRINITY_GG_16347_c6_g1_i8.p1	PLATZ	TFF
k25_Rio_TRINITY_GG_25985_c3_g1_i41.p1	CAMTA	TFF
k25_BTx623_TRINITY_GG_20125_c15_g2_i2.p1	GRAS	TFF
k25_Tx378_TRINITY_DN6286_c0_g1_i2.p1	Orphans	Orphans
k25_Tx3362_TRINITY_DN13992_c0_g1_i2.p1	MYB-related	TFF
k31_Rio_TRINITY_GG_12048_c1_g1_i6.p2	mTERF	OTR
k31_BTx623_TRINITY_GG_17118_c5_g1_i19.p1	ABI3VP1	TFF
k25_Rio_TRINITY_GG_8387_c6_g1_i2.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_14528_c0_g1_i110.p1	MYB	TFF
k31_Tx378_TRINITY_DN37060_c0_g1_i1.p1	PBF-2-like	TFF
SC187_TRINITY_DN2921_c0_g1_i2.p1	PHD	OTR
k25_BTx623_TRINITY_GG_8997_c53_g1_i1.p1	MED26	OTR
k25_BTx623_TRINITY_GG_15386_c10_g1_i32.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_24470_c3_g1_i2.p1	bZIP	TFF
k25_BAZ9504_TRINITY_DN4142_c0_g3_i1.p2	GNAT	OTR
k25_Tx3362_TRINITY_DN15187_c0_g1_i1.p1	bHLH	TFF
k25_Tx3362_TRINITY_DN32041_c0_g1_i1.p1	Orphans	Orphans
k25_Tx3362_TRINITY_DN4830_c0_g8_i1.p1	AUX/IAA	OTR
k25_Rio_TRINITY_GG_5016_c2_g1_i6.p1	C3H	TFF
k25_RTx430_TRINITY_GG_2129_c1_g1_i15.p3	MYB-related	TFF
k25_BTx623_TRINITY_GG_16237_c0_g1_i2.p1	bZIP	TFF
k25_Mota_Maradi_TRINITY_DN1276_c1_g2_i2.p1	bZIP	TFF
keller_TRINITY_DN32889_c0_g1_i2.p1	bZIP	TFF
k31_RTx430_TRINITY_GG_1886_c0_g1_i50.p1	TRAF	OTR
M35-1_TRINITY_DN1794_c0_g1_i14.p1	bHLH	TFF
k31_RTx430_TRINITY_GG_22632_c3_g1_i31.p1	bZIP	TFF
k25_RTx430_TRINITY_GG_15138_c1_g1_i13.p1	bHLH	TFF
k31_BTx623_TRINITY_GG_2604_c60_g2_i1.p1	NAC	TFF
k25_Tx7000_TRINITY_DN1015_c0_g7_i1.p1	C2C2-GATA	TFF
k25_Tx378_TRINITY_DN5905_c0_g3_i1.p1	MYB-related	TFF
k31_RTx430_TRINITY_GG_23502_c0_g1_i12.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_14151_c0_g1_i90.p1	Orphans	Orphans
k25_Tx3362_TRINITY_DN15144_c0_g1_i2.p1	PHD	OTR
k25_RTx430_TRINITY_GG_13299_c0_g1_i1.p1	MADS	TFF
TAM428_TRINITY_DN28555_c1_g2_i2.p1	Tudor-knot	OTR
k31_Rio_TRINITY_GG_997_c1_g1_i1.p1	PHD	OTR
k25_BTx623_TRINITY_GG_19804_c0_g1_i3.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_16874_c25_g1_i3.p1	GNAT	OTR
k25_Della_TRINITY_DN9365_c0_g1_i3.p1	RWP-RK	TFF
