Gene	Family
QA02-1009_k25_TRINITY_DN768_c0_g1_i10	Orphans	Orphans
LCP85-384_k31_TRINITY_DN9042_c0_g1_i3	NAC	TFF
GUC10_k25_TRINITY_DN4357_c2_g1_i1	MED26	OTR
ROC20_k31_TRINITY_DN23505_c1_g1_i7	GRAS	TFF
MT11-610_k31_TRINITY_DN8396_c0_g1_i1	NAC	TFF
F1_Bulk_2_k31_TRINITY_DN3618_c0_g1_i3	bHLH	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0117702.2	ABI3VP1	TFF
MT11-610_k31_TRINITY_DN5370_c0_g2_i4	C2C2-GATA	TFF
F1_Bulk_1_k25_TRINITY_DN13150_c0_g1_i8	C2H2	TFF
KQB07-23990_k25_TRINITY_DN157_c1_g1_i5	Orphans	Orphans
QN05-1509_k25_TRINITY_DN41683_c0_g1_i1	ABI3VP1	TFF
ROC20_k25_TRINITY_DN7_c0_g1_i4	AP2-EREBP	TFF
R570_BAC_Sh_233B01_p000040	C2C2-Dof	TFF
ROC22_k31_TRINITY_DN13864_c0_g4_i1	MADS	TFF
ROC22_k31_TRINITY_DN25559_c0_g1_i1	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0003249.12	BSD	TFF
Co8021_k25_TRINITY_DN46556_c0_g1_i1	C2C2-GATA	TFF
CC011940_Sobic.003G064200.2.mrna1	MYB-related	TFF
T1_k31_TRINITY_DN46061_c0_g1_i1	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0309267.1	TRAF	OTR
B1_k31_TRINITY_DN9562_c0_g2_i2	MYB	TFF
GXU-34140_k25_TRINITY_DN64137_c0_g1_i1	TRAF	OTR
RB72454_k25_TRINITY_DN439_c0_g1_i12	ARF	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0349282.1	HB	TFF
CC011940_cc_00012591-RA	FAR1	TFF
F1_Bulk_1_k31_TRINITY_DN9260_c0_g1_i3	Orphans	Orphans
QN05-1460_k25_TRINITY_DN1371_c0_g1_i2	HB	TFF
F1_Bulk_1_k25_TRINITY_DN11508_c0_g1_i6	PHD	OTR
ROC20_k25_TRINITY_DN26384_c0_g1_i4	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0065624.1	SAP	TFF
QBYN04-26041_k25_TRINITY_DN41728_c0_g1_i1	mTERF	OTR
CC011940_cc_00040643-RA	C2C2-GATA	TFF
ROC20_k25_TRINITY_DN16150_c1_g1_i2	WRKY	TFF
GT96-167_k25_TRINITY_DN39115_c0_g1_i1	FAR1	TFF
Co06022_k31_TRINITY_DN13594_c0_g2_i2	OFP	TFF
Q241_k25_TRINITY_DN4309_c0_g1_i6	ARF	TFF
CC011940_cc_00047494-RA	TRAF	OTR
KQ08-2850_k31_TRINITY_DN2831_c0_g1_i2	MED26	OTR
QA02-1009_k31_TRINITY_DN4592_c0_g1_i1	HMG	OTR
SP80-3280_IQUSP_evm.model.unitig_410782.1	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0201772.2	Orphans	Orphans
Co8021_k25_TRINITY_DN2081_c0_g1_i13	GRAS	TFF
LCP85-384_k31_TRINITY_DN10317_c1_g1_i11	GNAT	OTR
MT11-610_k31_TRINITY_DN12268_c0_g1_i2	NAC	TFF
QC02-402_k31_TRINITY_DN19585_c1_g1_i1	AP2-EREBP	TFF
ROC26_k25_TRINITY_DN794_c0_g1_i4	GRAS	TFF
TUC717_k31_TRINITY_DN741_c0_g1_i6	MYB-related	TFF
CC011940_cc_00046517-RA	NAC	TFF
GXU-34140_k31_TRINITY_DN2581_c0_g1_i7	MYB-related	TFF
F1_Bulk_2_k31_TRINITY_DN42581_c0_g1_i2	GRAS	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000019343.1	bHLH	TFF
QN05-1743_k25_TRINITY_DN2440_c1_g1_i3	TUB	TFF
ROC22_k25_TRINITY_DN6115_c0_g1_i1	CCAAT	TFF
R570_ASM_Sh07_p007000	TRAF	OTR
ROC26_k25_TRINITY_DN30579_c0_g1_i2	zf-HD	TFF
QA96-1749_k31_TRINITY_DN9982_c0_g2_i2	bHLH	TFF
ROC20_k31_TRINITY_DN33544_c0_g1_i9	zf-BED	TFF
ROC22_k25_TRINITY_DN73867_c1_g1_i2	zf-BED	TFF
MT11-610_k25_TRINITY_DN31415_c0_g1_i14	PHD	OTR
MT11-610_k31_TRINITY_DN13870_c0_g1_i5	WRKY	TFF
MT11-610_k31_TRINITY_DN40005_c0_g1_i2	MYB-related	TFF
QS99-2014_k25_TRINITY_DN8195_c0_g1_i11	PHD	OTR
GT96-167_k25_TRINITY_DN15310_c0_g1_i29	C3H	TFF
ROC20_k25_TRINITY_DN18203_c0_g1_i5	mTERF	OTR
GT96-167_k25_TRINITY_DN3401_c0_g1_i15	zf-fF-X1	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0299782.3	Orphans	Orphans
LCP85-384_k31_TRINITY_DN9693_c0_g2_i1	MYB	TFF
CoV92102_k25_TRINITY_DN68184_c0_g1_i2	Orphans	Orphans
CoV92102_k31_TRINITY_DN672_c0_g1_i20	MYB	TFF
QS99-2014_k31_TRINITY_DN32563_c0_g1_i13	MYB-related	TFF
QS99-2014_k31_TRINITY_DN7336_c1_g1_i1	MYB-related	TFF
ROC20_k25_TRINITY_DN6977_c1_g1_i3	NAC	TFF
GUC10_k25_TRINITY_DN11308_c0_g1_i2	NAC	TFF
B2_k25_TRINITY_DN3864_c0_g3_i1	C3H	TFF
LCP85-384_k31_TRINITY_DN17461_c0_g1_i18	C2H2	TFF
RB72454_k31_TRINITY_DN38567_c1_g1_i1	SWI/SNF-SWI3	OTR
MT11-610_k25_TRINITY_DN104833_c0_g1_i9	GRAS	TFF
CC011940_cc_00015672-RA	Orphans	Orphans
F1_Bulk_2_k31_TRINITY_DN680_c0_g1_i3	Orphans	Orphans
CC011940_cc_00036836-RA	WRKY	TFF
ROC20_k31_TRINITY_DN4336_c0_g2_i1	MYB-related	TFF
QN05-1509_k31_TRINITY_DN60310_c0_g1_i2	SET	OTR
KQB09-20620_k31_TRINITY_DN2293_c1_g1_i1	MADS	TFF
F1_Bulk_2_k25_TRINITY_DN15765_c0_g1_i7	MYB-related	TFF
CC011940_Sobic.001G165100.1.mrna1	ABI3VP1	TFF
QA96-1749_k25_TRINITY_DN46328_c0_g1_i1	TRAF	OTR
MT11-610_k31_TRINITY_DN38287_c0_g1_i6	AP2-EREBP	TFF
CC011940_cc_00029033-RA	Sigma70-like	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000019007.1	RWP-RK	TFF
MS6847_k25_TRINITY_DN56191_c0_g1_i1	NAC	TFF
KQB07-24619_k25_TRINITY_DN37960_c0_g1_i3	HB	TFF
ROC26_k25_TRINITY_DN42559_c0_g1_i1	FAR1	TFF
CC011940_cc_00005920-RA	DDT	OTR
US851008_k25_TRINITY_DN4764_c0_g1_i6	FAR1	TFF
RB855156_k31_TRINITY_DN5326_c0_g1_i3	PHD	OTR
SP80-3280_CTBE_evm.model.SCSP803280_000005891.5	WRKY	TFF
RB72454_k31_TRINITY_DN1247_c0_g1_i12	C2H2	TFF
ROC22_k31_TRINITY_DN6648_c0_g1_i4	MYB-related	TFF
ROC20_k25_TRINITY_DN8241_c0_g1_i7	MYB-related	TFF
GN18_k25_TRINITY_DN1922_c0_g1_i8	Orphans	Orphans
TUC717_k31_TRINITY_DN20353_c1_g1_i3	zf-BED	TFF
B2_k25_TRINITY_DN1760_c1_g1_i1	C2C2-Dof	TFF
KQB07-23990_k31_TRINITY_DN10405_c0_g1_i1	GRAS	TFF
T1_k25_TRINITY_DN80152_c0_g1_i1	SET	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0079113.1	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0189976.1	bHLH	TFF
T1_k31_TRINITY_DN46147_c0_g2_i1	GRAS	TFF
F1_Bulk_1_k25_TRINITY_DN27861_c1_g1_i8	SRS	TFF
CC011940_Sobic.003G357300.1.mrna2	MYB	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0175531.2	TUB	TFF
Co8021_k31_TRINITY_DN10372_c0_g2_i1	bHLH	TFF
T1_k31_TRINITY_DN21740_c0_g2_i1	GRAS	TFF
CC011940_cc_00032068-RA	MADS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0089152.4	NAC	TFF
ROC22_k31_TRINITY_DN4900_c0_g1_i5	GRAS	TFF
QA02-1009_k25_TRINITY_DN7233_c0_g1_i6	NAC	TFF
ROC22_k31_TRINITY_DN68080_c0_g1_i1	bZIP	TFF
US851008_k31_TRINITY_DN30017_c1_g1_i1	zf-C5HC2	TFF
ROC20_k31_TRINITY_DN132656_c0_g1_i1	SBP	TFF
ROC20_k31_TRINITY_DN53671_c0_g2_i4	Orphans	Orphans
RB72454_k25_TRINITY_DN20650_c0_g1_i2	C3H	TFF
QN05-1460_k25_TRINITY_DN7750_c0_g1_i3	Orphans	Orphans
ROC22_k25_TRINITY_DN65080_c0_g1_i7	MADS	TFF
GXU-34140_k25_TRINITY_DN11213_c0_g4_i3	C2C2-YABBY	TFF
MT11-610_k25_TRINITY_DN9468_c0_g1_i4	AP2-EREBP	TFF
QA96-1749_k31_TRINITY_DN4086_c0_g1_i11	Orphans	Orphans
QN05-803_k25_TRINITY_DN628_c0_g2_i20	CAMTA	TFF
ROC20_k31_TRINITY_DN17004_c0_g1_i8	Orphans	Orphans
LCP85-384_k25_TRINITY_DN2110_c1_g1_i2	SET	OTR
CP74-2005_k25_TRINITY_DN10207_c0_g2_i2	FAR1	TFF
LCP85-384_k31_TRINITY_DN273_c0_g1_i2	HSF	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000161612.2	Orphans	Orphans
KQB09-20620_k31_TRINITY_DN8305_c0_g1_i6	Orphans	Orphans
Co06022_k25_TRINITY_DN15088_c0_g2_i2	C3H	TFF
ROC22_k25_TRINITY_DN123699_c0_g2_i2	WRKY	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0056851.2	ABI3VP1	TFF
CC011940_cc_00049017-RA	MYB	TFF
R570_BAC_Sh_227E14_p000020	zf-BED	TFF
CoV92102_k31_TRINITY_DN28311_c0_g1_i5	bHLH	TFF
CC011940_MSTRG.10701.1	Orphans	Orphans
B2_k25_TRINITY_DN7112_c0_g3_i1	C2H2	TFF
KQB07-23990_k25_TRINITY_DN2784_c0_g1_i1	Tudor-knot	OTR
GUC10_k25_TRINITY_DN39063_c0_g1_i4	Orphans	Orphans
US851008_k31_TRINITY_DN14594_c0_g1_i1	PHD	OTR
CC011940_Sobic.001G485200.1.mrna1	AP2-EREBP	TFF
CC011940_cc_00018269-RA	HSF	TFF
SP80-3280_Mattielo_SP803280_c88832_g2_i2	BES1	TFF
ROC20_k25_TRINITY_DN16235_c0_g1_i11	NAC	TFF
ROC26_k31_TRINITY_DN27022_c0_g1_i1	zf-BED	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0191236.2	Orphans	Orphans
ROC26_k25_TRINITY_DN34396_c0_g1_i1	MYB-related	TFF
GXU-34176_k25_TRINITY_DN6994_c0_g1_i9	Tify	TFF
B2_k25_TRINITY_DN1926_c0_g1_i6	MYB-related	TFF
ROC22_k25_TRINITY_DN20092_c1_g1_i4	zf-LSD1	TFF
ROC20_k31_TRINITY_DN64099_c0_g1_i5	Orphans	Orphans
LCP85-384_k31_TRINITY_DN36861_c0_g1_i4	MADS	TFF
ROC20_k25_TRINITY_DN25513_c0_g1_i1	bHLH	TFF
QN05-1743_k25_TRINITY_DN13538_c0_g1_i2	TRAF	OTR
MT11-610_k31_TRINITY_DN16396_c1_g1_i1	Orphans	Orphans
ROC26_k25_TRINITY_DN4959_c0_g2_i3	ABI3VP1	TFF
ROC22_k31_TRINITY_DN10278_c0_g1_i21	Orphans	Orphans
GUC10_k31_TRINITY_DN52176_c0_g1_i1	RB	OTR
LCP85-384_k31_TRINITY_DN113_c0_g1_i24	TCP	TFF
Co06022_k25_TRINITY_DN3212_c0_g2_i1	MYB	TFF
LCP85-384_k31_TRINITY_DN2473_c0_g2_i1	AP2-EREBP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0200582.3	MED26	OTR
TUC717_k25_TRINITY_DN17171_c1_g1_i1	zf-BED	TFF
B2_k25_TRINITY_DN2174_c0_g1_i3	C3H	TFF
GT96-167_k31_TRINITY_DN2028_c1_g1_i2	bHLH	TFF
GXU-34176_k31_TRINITY_DN6797_c0_g3_i4	MYB	TFF
QA02-1009_k25_TRINITY_DN5598_c0_g1_i3	SET	OTR
CC011940_cc_00044640-RA	bHLH	TFF
QA96-1749_k25_TRINITY_DN3059_c0_g1_i8	MED26	OTR
QA02-1009_k31_TRINITY_DN43035_c0_g1_i1	C3H	TFF
ROC26_k25_TRINITY_DN95247_c0_g1_i1	FAR1	TFF
CP74-2005_k31_TRINITY_DN22404_c0_g1_i3	MYB-related	TFF
GN18_k25_TRINITY_DN25696_c0_g1_i6	LIM	TFF
R570_ASM_Sh10_p006630	bHLH	TFF
GUC10_k25_TRINITY_DN18366_c0_g1_i3	AUX/IAA	OTR
ROC26_k31_TRINITY_DN20567_c0_g2_i4	SET	OTR
MT11-610_k25_TRINITY_DN2984_c1_g1_i2	Orphans	Orphans
SP80-3280_CTBE_evm.model.SCSP803280_000004039.2	HSF	TFF
QA96-1749_k31_TRINITY_DN6201_c0_g1_i3	bZIP	TFF
MT11-610_k31_TRINITY_DN28005_c0_g1_i3	AP2-EREBP	TFF
QC02-402_k25_TRINITY_DN35447_c0_g1_i5	Jumonji	OTR
ROC22_k25_TRINITY_DN25729_c0_g1_i13	Sigma70-like	TFF
ROC20_k31_TRINITY_DN33757_c0_g1_i5	C2C2-Dof	TFF
TUC717_k31_TRINITY_DN17687_c0_g1_i1	MYB-related	TFF
CP74-2005_k25_TRINITY_DN26548_c0_g1_i5	GRAS	TFF
Co06022_k25_TRINITY_DN93462_c0_g1_i1	bZIP	TFF
KQ08-2850_k31_TRINITY_DN4157_c0_g1_i3	NAC	TFF
LCP85-384_k25_TRINITY_DN45314_c0_g4_i1	NAC	TFF
US851008_k25_TRINITY_DN1521_c0_g2_i8	TAZ	TFF
GN18_k25_TRINITY_DN47865_c0_g1_i4	C2H2	TFF
F1_Bulk_2_k31_TRINITY_DN13115_c0_g1_i9	FAR1	TFF
GXU-34176_k25_TRINITY_DN283_c1_g1_i1	zf-BED	TFF
LCP85-384_k25_TRINITY_DN7_c1_g2_i4	NAC	TFF
CC011940_cc_00018381-RA	MYB-related	TFF
CP74-2005_k31_TRINITY_DN10476_c0_g2_i7	LIM	TFF
KQB07-23990_k31_TRINITY_DN1460_c0_g1_i3	TRAF	OTR
R570_ASM_Sh03_p019710	ABI3VP1	TFF
FN95-1702_k31_TRINITY_DN10671_c0_g2_i2	PHD	OTR
Co8021_k25_TRINITY_DN37943_c0_g1_i1	C2C2-Dof	TFF
B2_k31_TRINITY_DN9552_c0_g1_i6	HB	TFF
Co06022_k31_TRINITY_DN56881_c0_g1_i1	FAR1	TFF
SP80-3280_IQUSP_evm.model.unitig_340932.1	GRAS	TFF
ROC22_k31_TRINITY_DN10278_c0_g1_i18	Orphans	Orphans
R570_BAC_Sh_254M13_p000040	MED26	OTR
SP80-3280_Mattielo_SP803280_c107421_g3_i3	bHLH	TFF
SP80-3280_Mattielo_SP803280_c134865_g1_i1	Orphans	Orphans
GXU-34176_k25_TRINITY_DN7558_c0_g2_i9	MYB-related	TFF
F1_Bulk_1_k31_TRINITY_DN52530_c0_g1_i1	Jumonji	OTR
CP74-2005_k25_TRINITY_DN13706_c0_g2_i5	bHLH	TFF
ROC20_k31_TRINITY_DN38721_c0_g1_i7	GRAS	TFF
ROC20_k31_TRINITY_DN38303_c0_g2_i1	MYB-related	TFF
F1_Bulk_2_k31_TRINITY_DN15920_c0_g1_i2	bZIP	TFF
MT11-610_k25_TRINITY_DN16511_c0_g1_i6	Orphans	Orphans
RB855156_k25_TRINITY_DN4619_c0_g1_i4	Orphans	Orphans
CC011940_cc_00006305-RA	MYB-related	TFF
KQ08-2850_k25_TRINITY_DN5704_c0_g1_i5	NAC	TFF
GT96-167_k25_TRINITY_DN7969_c1_g2_i1	HB	TFF
ROC22_k25_TRINITY_DN25103_c0_g1_i2	WRKY	TFF
CP74-2005_k31_TRINITY_DN51641_c0_g1_i2	GRAS	TFF
KQ08-2850_k25_TRINITY_DN2985_c0_g1_i36	zf-C5HC2	TFF
QN05-1509_k31_TRINITY_DN3518_c0_g1_i2	DDT	OTR
Q200_k25_TRINITY_DN16484_c0_g2_i1	ARF	TFF
LCP85-384_k25_TRINITY_DN85118_c0_g1_i2	MYB-related	TFF
ROC22_k31_TRINITY_DN5956_c0_g2_i2	MYB	TFF
CC011940_cc_00025679-RA	Orphans	Orphans
CoV92102_k25_TRINITY_DN15609_c1_g1_i12	CCAAT	TFF
CC011940_cc_00000770-RA	mTERF	OTR
ROC26_k25_TRINITY_DN11496_c0_g1_i9	Orphans	Orphans
QN05-1509_k25_TRINITY_DN20662_c0_g1_i2	MYB-related	TFF
CoV92102_k25_TRINITY_DN27698_c0_g1_i12	ABI3VP1	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000180538.1	AP2-EREBP	TFF
MS6847_k25_TRINITY_DN8428_c0_g1_i8	PAS	TFF
MT11-610_k25_TRINITY_DN7445_c2_g1_i6	TAZ	TFF
QBYN04-26041_k25_TRINITY_DN3194_c0_g1_i11	AP2-EREBP	TFF
CoV92102_k31_TRINITY_DN68419_c0_g1_i1	GRAS	TFF
CP74-2005_k25_TRINITY_DN31370_c0_g1_i3	FAR1	TFF
MS6847_k25_TRINITY_DN29121_c1_g1_i2	Jumonji	OTR
LCP85-384_k25_TRINITY_DN104462_c0_g1_i1	C2H2	TFF
GN18_k31_TRINITY_DN2378_c0_g1_i1	C2C2-GATA	TFF
CoV92102_k25_TRINITY_DN19597_c0_g1_i4	mTERF	OTR
R570_BAC_Sh_228H17_contig-1_p000060	ABI3VP1	TFF
Co06022_k25_TRINITY_DN1455_c1_g1_i1	HSF	TFF
US851008_k31_TRINITY_DN12871_c0_g1_i4	Orphans	Orphans
ROC20_k25_TRINITY_DN31976_c0_g1_i1	FAR1	TFF
ROC20_k31_TRINITY_DN29032_c0_g1_i3	NAC	TFF
QA02-1009_k25_TRINITY_DN13778_c1_g1_i4	Orphans	Orphans
LCP85-384_k25_TRINITY_DN6269_c0_g1_i1	NAC	TFF
QN05-1509_k25_TRINITY_DN7195_c0_g1_i13	Orphans	Orphans
MT11-610_k25_TRINITY_DN15081_c2_g1_i2	Orphans	Orphans
MT11-610_k31_TRINITY_DN7421_c0_g1_i9	Yl1	TFF
CC011940_cc_00041003-RA	GRAS	TFF
QS99-2014_k25_TRINITY_DN13361_c0_g1_i6	ARID	OTR
ROC20_k31_TRINITY_DN166_c0_g2_i2	NAC	TFF
MT11-610_k25_TRINITY_DN16572_c0_g1_i7	FAR1	TFF
CoV92102_k31_TRINITY_DN12751_c0_g1_i16	TRAF	OTR
ROC22_k31_TRINITY_DN9075_c0_g1_i6	Orphans	Orphans
ROC22_k31_TRINITY_DN10278_c0_g1_i10	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0203258.1	Orphans	Orphans
MT11-610_k31_TRINITY_DN782_c1_g1_i8	C2H2	TFF
CoV92102_k25_TRINITY_DN15388_c0_g1_i6	FAR1	TFF
F1_Bulk_1_k25_TRINITY_DN29473_c0_g1_i2	TRAF	OTR
QC02-402_k31_TRINITY_DN800_c0_g1_i7	AUX/IAA	OTR
QS99-2014_k31_TRINITY_DN2914_c0_g1_i4	MYB-related	TFF
R570_BAC_Sh_207D12_p000060	MADS	TFF
LCP85-384_k31_TRINITY_DN15279_c0_g1_i5	Orphans	Orphans
SP80-3280_CTBE_evm.model.SCSP803280_000036918.1	Orphans	Orphans
R570_BAC_Sh_235P14_p000070	TRAF	OTR
QA02-1009_k31_TRINITY_DN783_c0_g1_i9	AUX/IAA	OTR
TUC717_k31_TRINITY_DN3725_c0_g1_i8	BBR/BPC	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0112717.1	Orphans	Orphans
QA02-1009_k25_TRINITY_DN7725_c0_g1_i18	bZIP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0068787.1	SOH1	OTR
T1_k31_TRINITY_DN64013_c1_g1_i1	PHD	OTR
ROC22_k31_TRINITY_DN10158_c0_g2_i4	C2C2-GATA	TFF
MT11-610_k31_TRINITY_DN1182_c0_g1_i2	Orphans	Orphans
CoV92102_k25_TRINITY_DN19597_c0_g1_i11	mTERF	OTR
T1_k25_TRINITY_DN3876_c0_g2_i3	CCAAT	TFF
KQB07-24619_k31_TRINITY_DN3793_c0_g2_i4	C3H	TFF
Co8021_k31_TRINITY_DN30946_c0_g1_i1	C2H2	TFF
GT96-167_k31_TRINITY_DN4943_c0_g1_i5	AUX/IAA	OTR
F1_Bulk_2_k31_TRINITY_DN10222_c0_g1_i3	CCAAT	TFF
LCP85-384_k31_TRINITY_DN3951_c0_g1_i6	ABI3VP1	TFF
T1_k31_TRINITY_DN59441_c0_g1_i2	Orphans	Orphans
CP74-2005_k25_TRINITY_DN3564_c0_g1_i1	TRAF	OTR
KQB07-23990_k31_TRINITY_DN3120_c0_g1_i14	SWI/SNF-BAF60b	OTR
QS99-2014_k31_TRINITY_DN2221_c0_g2_i2	MYB-related	TFF
ROC22_k25_TRINITY_DN172064_c0_g1_i1	FAR1	TFF
KQB08-32953_k31_TRINITY_DN22784_c0_g1_i4	zf-BED	TFF
KQB07-23863_k25_TRINITY_DN1152_c0_g1_i14	Orphans	Orphans
KQB09-20432_k31_TRINITY_DN905_c0_g1_i6	TRAF	OTR
Co06022_k31_TRINITY_DN84_c0_g3_i4	CCAAT	TFF
ROC20_k31_TRINITY_DN10483_c0_g1_i7	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0254566.2	C2C2-GATA	TFF
R570_ASM_Sh01_p011810	TFIID	TFF
KQ08-2850_k25_TRINITY_DN7390_c0_g1_i5	MYB	TFF
KQB07-23990_k25_TRINITY_DN19576_c1_g2_i1	FAR1	TFF
CoV92102_k31_TRINITY_DN534_c0_g1_i3	PLATZ	TFF
GXU-34140_k31_TRINITY_DN4652_c0_g1_i9	GRAS	TFF
KQB07-24619_k25_TRINITY_DN5136_c0_g4_i3	zf-BED	TFF
Q200_k25_TRINITY_DN3940_c0_g1_i17	DDT	OTR
CC011940_MSTRG.12557.1	PAS	TFF
T1_k25_TRINITY_DN12826_c0_g2_i6	bHLH	TFF
GUC2_k31_TRINITY_DN44118_c0_g1_i2	FAR1	TFF
MT11-610_k25_TRINITY_DN14538_c0_g1_i3	FAR1	TFF
QA02-1009_k31_TRINITY_DN6528_c0_g1_i3	SET	OTR
CoV92102_k31_TRINITY_DN22656_c0_g2_i5	zf-BED	TFF
MS6847_k31_TRINITY_DN32795_c0_g1_i6	WRKY	TFF
TUC717_k25_TRINITY_DN2731_c0_g1_i9	Not1	TFF
QN05-1509_k25_TRINITY_DN3017_c0_g1_i3	PHD	OTR
F1_Bulk_1_k31_TRINITY_DN18875_c0_g1_i12	TCP	TFF
SP80-3280_Mattielo_SP803280_c100545_g2_i2	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0024616.1	Tify	TFF
Co8021_k25_TRINITY_DN66802_c0_g1_i1	GRAS	TFF
LCP85-384_k31_TRINITY_DN264053_c0_g1_i1	HB	TFF
QS99-2014_k25_TRINITY_DN19774_c0_g1_i15	MYB-related	TFF
QN05-1509_k25_TRINITY_DN8707_c0_g2_i2	TRAF	OTR
SP80-3280_CTBE_evm.model.SCSP803280_000066263.1	NAC	TFF
MT11-610_k31_TRINITY_DN28079_c0_g1_i5	GNAT	OTR
GXU-34140_k25_TRINITY_DN8432_c0_g1_i2	FAR1	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0246854.3	GRAS	TFF
CoV92102_k31_TRINITY_DN8992_c0_g1_i3	mTERF	OTR
ROC22_k25_TRINITY_DN6403_c0_g3_i4	Orphans	Orphans
QN05-1509_k25_TRINITY_DN44363_c0_g1_i4	PAS	TFF
Co8021_k25_TRINITY_DN15302_c0_g1_i5	zf-BED	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0009025.2	HB	TFF
GN18_k31_TRINITY_DN34523_c0_g1_i1	WRKY	TFF
B2_k25_TRINITY_DN13171_c0_g2_i2	Orphans	Orphans
MS6847_k31_TRINITY_DN26295_c0_g1_i2	NAC	TFF
LCP85-384_k31_TRINITY_DN9031_c0_g1_i1	AUX/IAA	OTR
CoV92102_k31_TRINITY_DN329_c0_g2_i6	Orphans	Orphans
SP80-3280_CTBE_evm.model.SCSP803280_000056038.1	NAC	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000018365.3	MYB	TFF
CC011940_cc_00036161-RA	Orphans	Orphans
SP80-3280_CTBE_evm.model.SCSP803280_000049172.1	SWI/SNF-BAF60b	OTR
F1_Bulk_2_k31_TRINITY_DN13001_c0_g1_i8	Orphans	Orphans
MT11-610_k25_TRINITY_DN274444_c0_g1_i1	MYB	TFF
Q241_k25_TRINITY_DN19645_c0_g1_i2	FHA	TFF
GN18_k25_TRINITY_DN12755_c0_g1_i9	TRAF	OTR
KQ08-2850_k25_TRINITY_DN4197_c0_g2_i5	ARF	TFF
ROC20_k25_TRINITY_DN1159_c0_g1_i2	AP2-EREBP	TFF
F1_Bulk_1_k25_TRINITY_DN13976_c0_g1_i1	Orphans	Orphans
KQ08-2850_k25_TRINITY_DN6972_c0_g1_i6	Orphans	Orphans
MT11-610_k31_TRINITY_DN8_c1_g1_i13	MYB	TFF
MT11-610_k31_TRINITY_DN17440_c0_g1_i5	AP2-EREBP	TFF
CoV92102_k25_TRINITY_DN17387_c0_g1_i4	FAR1	TFF
T2_k31_TRINITY_DN60008_c0_g1_i1	OFP	TFF
CP74-2005_k31_TRINITY_DN9567_c0_g3_i2	zf-BED	TFF
T2_k31_TRINITY_DN9860_c0_g2_i5	CCAAT	TFF
RB72454_k31_TRINITY_DN581_c0_g1_i4	Orphans	Orphans
MT11-610_k25_TRINITY_DN125620_c0_g1_i1	GRAS	TFF
MT11-610_k31_TRINITY_DN7421_c0_g1_i3	Yl1	TFF
KQ08-2850_k31_TRINITY_DN49916_c0_g2_i2	C2C2-GATA	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000176357.1	MYB-related	TFF
R570_BAC_Sh_234H09_contig-2_p000080	MYB	TFF
R570_ASM_Sh03_p029180	Orphans	Orphans
ROC22_k25_TRINITY_DN95_c1_g1_i3	AP2-EREBP	TFF
ROC22_k31_TRINITY_DN17086_c0_g1_i5	MYB-related	TFF
GXU-34176_k25_TRINITY_DN76751_c0_g1_i1	bHLH	TFF
ROC22_k31_TRINITY_DN28920_c0_g1_i1	Orphans	Orphans
QC02-402_k25_TRINITY_DN2540_c0_g1_i6	ARF	TFF
GXU-34140_k25_TRINITY_DN9017_c0_g1_i2	Orphans	Orphans
F1_Bulk_2_k25_TRINITY_DN13307_c0_g1_i16	ABI3VP1	TFF
ROC22_k31_TRINITY_DN733_c0_g1_i1	C2H2	TFF
RB72454_k25_TRINITY_DN11190_c0_g3_i1	GRAS	TFF
QA02-1009_k25_TRINITY_DN8313_c0_g2_i3	MYB	TFF
GN18_k25_TRINITY_DN8231_c0_g1_i1	GRAS	TFF
QN05-803_k25_TRINITY_DN3609_c0_g1_i5	bHLH	TFF
US851008_k31_TRINITY_DN16279_c0_g1_i3	E2F-DP	TFF
F1_Bulk_1_k25_TRINITY_DN25434_c0_g1_i3	NAC	TFF
LCP85-384_k25_TRINITY_DN220091_c0_g1_i1	zf-C4	TFF
